grid_id,pedestrian_10h,pedestrian_18h,pedestrian_22h,pattern
G003394,106.49040854855794,94.73681020114317,54.44261050661663,"10h=106.4904, 18h=94.7368, 22h=54.4426"
G005969,116.94148887968623,94.73217650831373,45.90251742068746,"10h=116.9415, 18h=94.7322, 22h=45.9025"
G003076,130.6211402140152,94.69247367801411,51.99351612258069,"10h=130.6211, 18h=94.6925, 22h=51.9935"
G002371,124.05114425146039,94.68729917610361,71.85904819813096,"10h=124.0511, 18h=94.6873, 22h=71.8590"
G003197,113.21897926225573,94.6834120503049,67.35236700251339,"10h=113.2190, 18h=94.6834, 22h=67.3524"
G007076,124.97299214112812,94.67199305025592,57.31206049741684,"10h=124.9730, 18h=94.6720, 22h=57.3121"
G004368,104.56742650859235,94.66048180206744,66.68200830420618,"10h=104.5674, 18h=94.6605, 22h=66.6820"
G014277,90.82818453257195,94.62536498327377,128.60093265185694,"10h=90.8282, 18h=94.6254, 22h=128.6009"
G002372,124.37482545053292,94.58700376995012,72.10280152666948,"10h=124.3748, 18h=94.5870, 22h=72.1028"
G008340,103.5599795472608,94.560081297332,135.86540671875625,"10h=103.5600, 18h=94.5601, 22h=135.8654"
G008074,110.45340735078005,94.53118398882398,152.98864313829424,"10h=110.4534, 18h=94.5312, 22h=152.9886"
G001286,106.41360823549277,94.50780887997982,102.61769700545364,"10h=106.4136, 18h=94.5078, 22h=102.6177"
G014925,157.88646448251424,94.49863312914331,46.99995003419623,"10h=157.8865, 18h=94.4986, 22h=47.0000"
G000896,121.0140440302512,94.47615826945645,55.26206630688636,"10h=121.0140, 18h=94.4762, 22h=55.2621"
G005870,110.2641166615122,94.43161026199363,90.39353408932088,"10h=110.2641, 18h=94.4316, 22h=90.3935"
G007712,56.72067105007514,94.39060589959108,93.18772676651693,"10h=56.7207, 18h=94.3906, 22h=93.1877"
G010496,102.17144767568611,94.32372564913311,135.8377268850312,"10h=102.1714, 18h=94.3237, 22h=135.8377"
G012769,129.03278388182252,94.30445493729529,108.72948692855056,"10h=129.0328, 18h=94.3045, 22h=108.7295"
G000573,112.75572065854797,94.28617854220201,51.792571466799444,"10h=112.7557, 18h=94.2862, 22h=51.7926"
G008339,103.22688431046481,94.25658761135352,135.6491716265888,"10h=103.2269, 18h=94.2566, 22h=135.6492"
G010556,76.59868352099625,94.22176416851015,175.35264605622424,"10h=76.5987, 18h=94.2218, 22h=175.3526"
G001659,113.57577271392665,94.20032293104569,47.52975831846084,"10h=113.5758, 18h=94.2003, 22h=47.5298"
G006350,82.77858651824174,94.19367240338558,119.86021404229277,"10h=82.7786, 18h=94.1937, 22h=119.8602"
G005783,62.12016818659597,94.1732525855855,123.7499317407565,"10h=62.1202, 18h=94.1733, 22h=123.7499"
G004563,95.98532372855408,94.15857736478299,58.93442647993929,"10h=95.9853, 18h=94.1586, 22h=58.9344"
G012514,120.3364478870428,94.13978721857329,155.15682218062693,"10h=120.3364, 18h=94.1398, 22h=155.1568"
G011752,90.49666635404792,94.1226882450596,138.529662540494,"10h=90.4967, 18h=94.1227, 22h=138.5297"
G002712,117.54840409175918,94.03403304859437,71.4101352134865,"10h=117.5484, 18h=94.0340, 22h=71.4101"
G006058,84.22678355523458,94.02735799605402,193.30158737130387,"10h=84.2268, 18h=94.0274, 22h=193.3016"
G007311,113.4242424044506,94.01737174784026,123.70856040768875,"10h=113.4242, 18h=94.0174, 22h=123.7086"
G002082,120.43278157967531,93.97432336090492,76.87827945664085,"10h=120.4328, 18h=93.9743, 22h=76.8783"
G009173,148.79311219408874,93.96574725499735,40.248405481394144,"10h=148.7931, 18h=93.9657, 22h=40.2484"
G003455,94.6974667135096,93.96161972716551,88.66819823437015,"10h=94.6975, 18h=93.9616, 22h=88.6682"
G006154,121.03141128310025,93.8811208888844,104.315336830002,"10h=121.0314, 18h=93.8811, 22h=104.3153"
G009652,77.56259911612264,93.83870154642968,97.75346327778246,"10h=77.5626, 18h=93.8387, 22h=97.7535"
G004043,100.35695677256041,93.81243399622407,40.675478837693454,"10h=100.3570, 18h=93.8124, 22h=40.6755"
G009160,48.60732310938182,93.71399999274689,48.66707785560537,"10h=48.6073, 18h=93.7140, 22h=48.6671"
G011045,150.15608513541457,93.68253605362345,97.56363655689242,"10h=150.1561, 18h=93.6825, 22h=97.5636"
G008544,129.3953361294991,93.67575526149008,32.20436477694519,"10h=129.3953, 18h=93.6758, 22h=32.2044"
G013336,67.71188064205579,93.66385670060792,122.62705051828867,"10h=67.7119, 18h=93.6639, 22h=122.6271"
G005877,80.67874717217423,93.61727795756762,100.60747385637441,"10h=80.6787, 18h=93.6173, 22h=100.6075"
G009021,73.14481252625085,93.60599081604518,105.77571027649407,"10h=73.1448, 18h=93.6060, 22h=105.7757"
G001293,116.4265073607298,93.59089981560558,52.2318431815088,"10h=116.4265, 18h=93.5909, 22h=52.2318"
G004225,130.05130177689009,93.55116014914715,54.55781762132003,"10h=130.0513, 18h=93.5512, 22h=54.5578"
G002758,111.33046122729783,93.54248564635256,60.00929814016671,"10h=111.3305, 18h=93.5425, 22h=60.0093"
G000619,100.85074790516596,93.53593857298785,68.76452081152169,"10h=100.8507, 18h=93.5359, 22h=68.7645"
G009901,57.10519244445595,93.51455659946664,177.1716901805597,"10h=57.1052, 18h=93.5146, 22h=177.1717"
G001674,116.38457836447333,93.40937738773526,46.84721145719821,"10h=116.3846, 18h=93.4094, 22h=46.8472"
G002641,121.78841408431094,93.3928376777152,77.98951367219337,"10h=121.7884, 18h=93.3928, 22h=77.9895"
G011110,150.26204299388613,93.3777694679993,97.15586491651202,"10h=150.2620, 18h=93.3778, 22h=97.1559"
G005964,88.60312621928193,93.31689067717862,99.61952097204065,"10h=88.6031, 18h=93.3169, 22h=99.6195"
G006107,88.60312621928193,93.31689067717862,99.61952097204065,"10h=88.6031, 18h=93.3169, 22h=99.6195"
G004400,100.1432200964435,93.27466690230239,40.68201281811885,"10h=100.1432, 18h=93.2747, 22h=40.6820"
G008392,120.68088461591857,93.2603493565517,60.595929463425385,"10h=120.6809, 18h=93.2603, 22h=60.5959"
G011041,109.03491675726572,93.25595752811745,113.57542551271781,"10h=109.0349, 18h=93.2560, 22h=113.5754"
G002844,110.68777436590305,93.24539813505103,55.31525641529778,"10h=110.6878, 18h=93.2454, 22h=55.3153"
G005984,108.45470483961367,93.23156666234594,50.30903278356664,"10h=108.4547, 18h=93.2316, 22h=50.3090"
G003083,111.12689926936474,93.2290205149367,69.74454104771293,"10h=111.1269, 18h=93.2290, 22h=69.7445"
G001028,71.79330515360927,93.22349942412428,84.93984074032423,"10h=71.7933, 18h=93.2235, 22h=84.9398"
G000464,109.10700333801508,93.21322274144367,108.69893654580731,"10h=109.1070, 18h=93.2132, 22h=108.6989"
G007844,56.05409770223562,93.17714526611618,90.5169669362473,"10h=56.0541, 18h=93.1771, 22h=90.5170"
G007244,120.9669894885478,93.15213533390178,51.214241790687645,"10h=120.9670, 18h=93.1521, 22h=51.2142"
G010637,99.40801213334096,93.15036763193724,143.6916759849875,"10h=99.4080, 18h=93.1504, 22h=143.6917"
G002137,108.89910896276297,93.08983679299203,68.34460478779361,"10h=108.8991, 18h=93.0898, 22h=68.3446"
G005543,106.80080614408699,93.08911299906447,72.7735142185726,"10h=106.8008, 18h=93.0891, 22h=72.7735"
G005083,94.30058689365357,93.0479353387676,59.085293434855735,"10h=94.3006, 18h=93.0479, 22h=59.0853"
G003310,110.84564100769865,93.01374125074186,88.14603217931787,"10h=110.8456, 18h=93.0137, 22h=88.1460"
G003021,69.7553964313949,92.91486986243073,81.39692579937808,"10h=69.7554, 18h=92.9149, 22h=81.3969"
G007554,103.27352058464888,92.90571412490155,155.244712497851,"10h=103.2735, 18h=92.9057, 22h=155.2447"
G005288,112.73901995294908,92.90234745076297,101.44140225879943,"10h=112.7390, 18h=92.9023, 22h=101.4414"
G005514,77.78870949523753,92.86426692482539,112.43339608415504,"10h=77.7887, 18h=92.8643, 22h=112.4334"
G005140,120.81841393982428,92.8600685057871,87.22213224594775,"10h=120.8184, 18h=92.8601, 22h=87.2221"
G004614,97.4382538584959,92.82774950135202,43.016511330858556,"10h=97.4383, 18h=92.8277, 22h=43.0165"
G000616,123.7913941363956,92.80294221947263,44.17134900338761,"10h=123.7914, 18h=92.8029, 22h=44.1713"
G005289,111.8584690691274,92.74828748475167,100.32192070533443,"10h=111.8585, 18h=92.7483, 22h=100.3219"
G010232,105.10370401691927,92.74465324635065,46.87686495925362,"10h=105.1037, 18h=92.7447, 22h=46.8769"
G006438,122.00369131251372,92.74045287000531,64.19966280821748,"10h=122.0037, 18h=92.7405, 22h=64.1997"
G003733,77.74324623774439,92.73371986939446,140.56260743085537,"10h=77.7432, 18h=92.7337, 22h=140.5626"
G007840,64.33136271932983,92.68103755097647,79.36224643542562,"10h=64.3314, 18h=92.6810, 22h=79.3622"
G009536,45.94444006617904,92.66707061002862,131.98382560587723,"10h=45.9444, 18h=92.6671, 22h=131.9838"
G007906,96.00074126231205,92.64679554833162,105.28263861381033,"10h=96.0007, 18h=92.6468, 22h=105.2826"
G006108,87.98979984307049,92.62338482540096,99.76293202926486,"10h=87.9898, 18h=92.6234, 22h=99.7629"
G011048,90.13125182948579,92.53422147298222,144.03262689730212,"10h=90.1313, 18h=92.5342, 22h=144.0326"
G004623,113.52087654133663,92.5107849669514,86.9983005674036,"10h=113.5209, 18h=92.5108, 22h=86.9983"
G002191,119.35200136643859,92.45721058146542,74.94396045272332,"10h=119.3520, 18h=92.4572, 22h=74.9440"
G007591,68.55288068534297,92.45338885908679,105.35058635091865,"10h=68.5529, 18h=92.4534, 22h=105.3506"
G012265,96.46599034045178,92.39084531604097,96.82921647215014,"10h=96.4660, 18h=92.3908, 22h=96.8292"
G006528,109.31877828488047,92.36128038379107,96.91468596345373,"10h=109.3188, 18h=92.3613, 22h=96.9147"
G004524,96.49952086906133,92.35790034513585,39.06229687918508,"10h=96.4995, 18h=92.3579, 22h=39.0623"
G004222,138.90918797025583,92.23985151543623,62.905813153676846,"10h=138.9092, 18h=92.2399, 22h=62.9058"
G013337,80.07973844133893,92.20497319870154,140.62424001131438,"10h=80.0797, 18h=92.2050, 22h=140.6242"
G009773,98.57207580539668,92.1263060850276,78.34054725074877,"10h=98.5721, 18h=92.1263, 22h=78.3405"
G001581,99.02774585847202,92.05201469810073,44.009635174041875,"10h=99.0277, 18h=92.0520, 22h=44.0096"
G002623,116.09793410628014,92.04367474937199,61.79305197472048,"10h=116.0979, 18h=92.0437, 22h=61.7931"
G001192,71.87092819106226,92.03792880294586,91.96378988142071,"10h=71.8709, 18h=92.0379, 22h=91.9638"
G004377,97.7037302299377,91.97951185398878,111.63904173752721,"10h=97.7037, 18h=91.9795, 22h=111.6390"
G006892,90.26900881246338,91.9446792893428,128.07298014827194,"10h=90.2690, 18h=91.9447, 22h=128.0730"
G003170,107.86189037932249,91.92187254813733,110.75223569660285,"10h=107.8619, 18h=91.9219, 22h=110.7522"
G004624,110.95495701149117,91.91752620650803,86.91587748483954,"10h=110.9550, 18h=91.9175, 22h=86.9159"
G000677,123.78439795233007,91.91708091956943,44.42904952368327,"10h=123.7844, 18h=91.9171, 22h=44.4290"
G001109,71.91513604171035,91.8527097765392,93.32504926590092,"10h=71.9151, 18h=91.8527, 22h=93.3250"
G010346,93.0138435390422,91.84613948436039,92.35307871103994,"10h=93.0138, 18h=91.8461, 22h=92.3531"
G007640,118.65519644331445,91.81630956260852,50.637784972965896,"10h=118.6552, 18h=91.8163, 22h=50.6378"
G012263,72.84506422057761,91.75018988716546,114.08801070062269,"10h=72.8451, 18h=91.7502, 22h=114.0880"
G004494,108.58254791450435,91.74071679765844,69.39823042883458,"10h=108.5825, 18h=91.7407, 22h=69.3982"
G003339,97.08001372728368,91.68201349585374,76.51876368203409,"10h=97.0800, 18h=91.6820, 22h=76.5188"
G001972,102.61250729398198,91.67589835707876,43.0521480087426,"10h=102.6125, 18h=91.6759, 22h=43.0521"
G008242,65.04031160570666,91.67116967840042,101.70192409561577,"10h=65.0403, 18h=91.6712, 22h=101.7019"
G001975,119.70698207912051,91.6609747085507,74.27587445195144,"10h=119.7070, 18h=91.6610, 22h=74.2759"
G005546,146.6671390054632,91.62867126297749,76.5286467806392,"10h=146.6671, 18h=91.6287, 22h=76.5286"
G007557,106.48228937398545,91.61102781327276,124.32078390482344,"10h=106.4823, 18h=91.6110, 22h=124.3208"
G010627,75.10585635337657,91.58903285398684,172.54180818865126,"10h=75.1059, 18h=91.5890, 22h=172.5418"
G004763,113.7706550165123,91.57201986969682,69.95587342156416,"10h=113.7707, 18h=91.5720, 22h=69.9559"
G002502,111.83956344564798,91.5471694859815,59.92707690862952,"10h=111.8396, 18h=91.5472, 22h=59.9271"
G008856,103.00907884056724,91.54649831483461,152.12177188521994,"10h=103.0091, 18h=91.5465, 22h=152.1218"
G004753,113.70245232161132,91.52370811782416,89.04915560525318,"10h=113.7025, 18h=91.5237, 22h=89.0492"
G007030,93.61855994832301,91.51682719840969,139.49343570183794,"10h=93.6186, 18h=91.5168, 22h=139.4934"
G001974,117.35815587976818,91.5110669938832,74.06693739479164,"10h=117.3582, 18h=91.5111, 22h=74.0669"
G005066,89.26176458970515,91.49110714069258,89.36314757355356,"10h=89.2618, 18h=91.4911, 22h=89.3631"
G000510,97.76564821506113,91.48708683194674,51.54118641433894,"10h=97.7656, 18h=91.4871, 22h=51.5412"
G014279,77.36586044882563,91.45913597569526,129.32152564813444,"10h=77.3659, 18h=91.4591, 22h=129.3215"
G006807,114.3707657694969,91.40322869917745,54.24801385075026,"10h=114.3708, 18h=91.4032, 22h=54.2480"
G003044,102.72587810294254,91.38077137490683,127.36217465175363,"10h=102.7259, 18h=91.3808, 22h=127.3622"
G003744,110.70740152117895,91.34492292521078,50.0978771428661,"10h=110.7074, 18h=91.3449, 22h=50.0979"
G004370,108.73985388892591,91.3098873968191,69.46544433116176,"10h=108.7399, 18h=91.3099, 22h=69.4654"
G004493,108.74095601752276,91.30686888843269,69.46591525010895,"10h=108.7410, 18h=91.3069, 22h=69.4659"
G004620,108.74095601752276,91.30686888843269,69.46591525010895,"10h=108.7410, 18h=91.3069, 22h=69.4659"
G004369,108.49711552600928,91.29829893175649,69.34704547369199,"10h=108.4971, 18h=91.2983, 22h=69.3470"
G001985,93.91471836144405,91.2065512213772,43.60953700078648,"10h=93.9147, 18h=91.2066, 22h=43.6095"
G002284,103.16608895461334,91.20585560432663,76.95464052355698,"10h=103.1661, 18h=91.2059, 22h=76.9546"
G007490,131.52852572589927,91.16767192673018,31.87786764455862,"10h=131.5285, 18h=91.1677, 22h=31.8779"
G015550,89.386760390213,91.14047714047182,136.71063284254893,"10h=89.3868, 18h=91.1405, 22h=136.7106"
G002921,132.93172859079348,91.12559798061582,57.95863509743087,"10h=132.9317, 18h=91.1256, 22h=57.9586"
G005922,45.27791606393535,91.11750529690306,103.80588219328773,"10h=45.2779, 18h=91.1175, 22h=103.8059"
G004120,106.17634196351658,91.09529135047416,82.321968916405,"10h=106.1763, 18h=91.0953, 22h=82.3220"
G003811,99.29695619270713,91.09210062264187,41.267578077075974,"10h=99.2970, 18h=91.0921, 22h=41.2676"
G003788,91.74868273748501,91.07839778608593,46.359322165564805,"10h=91.7487, 18h=91.0784, 22h=46.3593"
G006155,117.16800921234422,91.06696516617306,107.40001388183941,"10h=117.1680, 18h=91.0670, 22h=107.4000"
G006388,119.75513820786279,90.94000262804292,117.65078072375915,"10h=119.7551, 18h=90.9400, 22h=117.6508"
G003620,82.1677729497521,90.93499005715302,154.10456080494103,"10h=82.1678, 18h=90.9350, 22h=154.1046"
G002819,101.63013627977709,90.9285433020692,51.778185680468766,"10h=101.6301, 18h=90.9285, 22h=51.7782"
G009143,54.53516939708454,90.89501386611236,68.50269780625098,"10h=54.5352, 18h=90.8950, 22h=68.5027"
G010564,93.64202431643436,90.7765028874416,147.8099613537913,"10h=93.6420, 18h=90.7765, 22h=147.8100"
G012654,121.73067032274723,90.68191209106509,132.87071534477786,"10h=121.7307, 18h=90.6819, 22h=132.8707"
G002188,113.49803125637315,90.67851028169198,63.30359716628621,"10h=113.4980, 18h=90.6785, 22h=63.3036"
G001193,70.9905271452112,90.67316017858313,92.07141295048346,"10h=70.9905, 18h=90.6732, 22h=92.0714"
G002477,134.26265089061005,90.63522732144969,75.18215728648045,"10h=134.2627, 18h=90.6352, 22h=75.1822"
G002853,107.48632174451112,90.63262475670567,72.27249316769132,"10h=107.4863, 18h=90.6326, 22h=72.2725"
G004118,105.7933848222557,90.63216454173309,82.28674902683557,"10h=105.7934, 18h=90.6322, 22h=82.2867"
G004119,105.7933848222557,90.63216454173309,82.28674902683557,"10h=105.7934, 18h=90.6322, 22h=82.2867"
G010974,103.9352301138637,90.5894499026213,114.4647921399931,"10h=103.9352, 18h=90.5894, 22h=114.4648"
G006127,88.74707870282266,90.47227852638031,95.76013873545982,"10h=88.7471, 18h=90.4723, 22h=95.7601"
G004936,88.5710539215854,90.40534432535074,88.8081916593834,"10h=88.5711, 18h=90.4053, 22h=88.8082"
G002162,112.19187459079973,90.37013775565634,61.5437675094582,"10h=112.1919, 18h=90.3701, 22h=61.5438"
G006876,88.61699404497236,90.32261901063788,141.79654121560083,"10h=88.6170, 18h=90.3226, 22h=141.7965"
G005826,85.57022138646532,90.31073713961327,123.69676562526189,"10h=85.5702, 18h=90.3107, 22h=123.6968"
G001777,93.38336518816394,90.28658703049751,59.43459167797201,"10h=93.3834, 18h=90.2866, 22h=59.4346"
G010975,121.47971535960167,90.16161345386931,54.659422044138864,"10h=121.4797, 18h=90.1616, 22h=54.6594"
G011106,102.43390802276957,90.13442793011451,137.42352901664268,"10h=102.4339, 18h=90.1344, 22h=137.4235"
G005843,102.8281676661137,90.1205246026878,60.816678675458135,"10h=102.8282, 18h=90.1205, 22h=60.8167"
G003846,60.11260210049678,90.07506631722748,119.84525379093363,"10h=60.1126, 18h=90.0751, 22h=119.8453"
G007560,101.77408458992468,90.04284022571079,192.16891460697104,"10h=101.7741, 18h=90.0428, 22h=192.1689"
G006833,101.32063791885739,90.02788771362046,68.49476908262164,"10h=101.3206, 18h=90.0279, 22h=68.4948"
G006106,85.50049486680916,90.00160373663005,94.25622537456174,"10h=85.5005, 18h=90.0016, 22h=94.2562"
G008805,117.29927270980467,89.9305918591791,42.704362366642485,"10h=117.2993, 18h=89.9306, 22h=42.7044"
G003693,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003807,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003808,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003809,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003810,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003921,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003922,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003923,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003924,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003925,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003926,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003927,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G003928,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004035,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004036,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004037,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004038,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004039,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004040,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004041,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004042,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004152,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004153,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004154,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004155,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004156,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004157,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004158,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004159,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004271,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004272,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004273,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004274,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004275,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004276,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004277,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004278,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004394,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004395,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004396,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004397,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004398,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004399,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004518,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004519,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004520,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004521,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004522,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004523,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004645,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004646,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004647,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004648,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004649,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004650,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004774,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004775,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004776,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004777,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004778,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004904,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004905,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004906,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004907,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G004908,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G005035,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G005036,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G005037,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G005038,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G005167,98.8008079595121,89.89712268837461,40.7230506726644,"10h=98.8008, 18h=89.8971, 22h=40.7231"
G005166,98.79619842989386,89.89141842322077,40.72357985280756,"10h=98.7962, 18h=89.8914, 22h=40.7236"
G000974,100.76282856447637,89.87357832526129,49.42587848052385,"10h=100.7628, 18h=89.8736, 22h=49.4259"
G002369,103.83112377470596,89.85199538901045,70.81954547969055,"10h=103.8311, 18h=89.8520, 22h=70.8195"
G007032,107.92085178070253,89.7992008524223,105.523251364013,"10h=107.9209, 18h=89.7992, 22h=105.5233"
G005199,79.53022711450159,89.74611490642266,91.28586132559145,"10h=79.5302, 18h=89.7461, 22h=91.2859"
G005332,79.50434380376254,89.74144540216052,91.29095490159413,"10h=79.5043, 18h=89.7414, 22h=91.2910"
G005413,130.50592333844824,89.66870798289416,118.03288971233182,"10h=130.5059, 18h=89.6687, 22h=118.0329"
G003521,125.46405179472673,89.65298455439974,65.78809136938611,"10h=125.4641, 18h=89.6530, 22h=65.7881"
G010023,57.03752834411034,89.61065932956812,168.177516823585,"10h=57.0375, 18h=89.6107, 22h=168.1775"
G003154,131.38751558668315,89.58292672122593,53.16161669013615,"10h=131.3875, 18h=89.5829, 22h=53.1616"
G003737,99.8837393186429,89.56015376092134,50.820802397757674,"10h=99.8837, 18h=89.5602, 22h=50.8208"
G003855,108.12711854200104,89.43236913064163,74.12155453735424,"10h=108.1271, 18h=89.4324, 22h=74.1216"
G008603,98.64844341778436,89.4028956090271,111.94860100858106,"10h=98.6484, 18h=89.4029, 22h=111.9486"
G013032,99.68690182526431,89.3779597254563,206.077566117849,"10h=99.6869, 18h=89.3780, 22h=206.0776"
